stop_id,stop_name,stop_lat,stop_lon,zone_id
"at:43:3121:0:1","Baden Josefsplatz","48.00598750","16.23376093","3045"
"at:43:3134:0:1","Baden Viadukt","48.00383581","16.24096542","3045"
"at:43:3134:0:2","Baden Viadukt","48.00373363","16.24091152","3045"
"at:43:3142:0:3","Baden Leesdorf","47.99963433","16.25134994","3045"
"at:43:3142:0:4","Baden Leesdorf","47.99955618","16.25163740","3045"
"at:43:3499:0:1","Gerasdorf Bahnhof","48.29297157","16.48321410","0120"
"at:43:3499:0:4","Gerasdorf Bahnhof","48.29306719","16.48313325","0120"
"at:43:3507:0:1","Gerasdorf Mittelschule","48.29441791","16.47133837","0100"
"at:43:3507:0:2","Gerasdorf Mittelschule","48.29435814","16.47132939","0100"
"at:43:3509:0:1","Gerasdorf Josef-BÃ¶ck-Gasse","48.29358119","16.47856082","0100"
"at:43:3509:0:2","Gerasdorf Josef-BÃ¶ck-Gasse","48.29347958","16.47856082","0100"
"at:43:3510:0:1","Gerasdorf Postamt","48.29469282","16.46837393","0100"
"at:43:3510:0:2","Gerasdorf Postamt","48.29460318","16.46835596","0100"
"at:43:3556:0:2","GroÃŸ-Enzersdorf Busbahnhof","48.19981175","16.54940197","0103"
"at:43:3558:0:1","GroÃŸ-Enzersdorf Stadtmauer","48.20491891","16.54939298","0103"
"at:43:3558:0:2","GroÃŸ-Enzersdorf Stadtmauer","48.20539787","16.54905162","0103"
"at:43:3615:0:1","Guntramsdorf Lokalbahn","48.04831202","16.31170774","3377"
"at:43:3615:0:2","Guntramsdorf Lokalbahn","48.04834805","16.31186944","3377"
"at:43:3615:0:3","Guntramsdorf Lokalbahn","48.04896659","16.31239945","3377"
"at:43:3615:0:4","Guntramsdorf Lokalbahn","48.04893656","16.31251623","3377"
"at:43:3895:0:5","Kledering Bahnhof","48.13270691","16.43928648","0106"
"at:43:3897:0:1","Kledering Kirche","48.13204141","16.43617831","0106"
"at:43:3897:0:2","Kledering Kirche","48.13216731","16.43555847","0106"
"at:43:4092:0:2","Kledering Bahnhofplatz","48.13204141","16.43825342","0106"
"at:43:4164:0:1","Maria Enzersdorf SÃ¼dstadt","48.09626579","16.31468117","3377"
"at:43:4164:0:2","Maria Enzersdorf SÃ¼dstadt","48.09625979","16.31474405","3377"
"at:43:4302:0:1","Eigenheimsiedlung","48.03996401","16.30421579","3377"
"at:43:4302:0:2","Eigenheimsiedlung","48.03950754","16.30416190","3377"
"at:43:4302:0:3","Eigenheimsiedlung","48.03987993","16.30434156","3377"
"at:43:4304:0:1","MÃ¶llersdorf Lokalbahn","48.02771583","16.29976913","3045"
"at:43:4304:0:2","MÃ¶llersdorf Lokalbahn","48.02767978","16.29998473","3045"
"at:43:4304:0:3","MÃ¶llersdorf Lokalbahn","48.02796815","16.30016439","3045"
"at:43:4304:0:4","MÃ¶llersdorf Lokalbahn","48.02795613","16.30023626","3045"
"at:43:4331:0:3","Neu Guntramsdorf","48.06356315","16.31364810","3377"
"at:43:4331:0:4","Neu Guntramsdorf","48.06355114","16.31384573","3377"
"at:43:4536:0:1","PfaffstÃ¤tten Rennplatz","48.00839754","16.26132124","3045"
"at:43:4536:0:2","PfaffstÃ¤tten Rennplatz","48.00830739","16.26141107","3045"
"at:43:4710:0:3","Schwechat Bahnhof","48.14251448","16.48268409","0114"
"at:43:4718:0:1","Schwechat Brauerei","48.14522982","16.46914648","0114"
"at:43:4718:0:2","Schwechat Brauerei","48.14545759","16.46920936","0114"
"at:43:4735:0:1","Schwechat B10/Rathausplatz","48.14112979","16.47605452","0114"
"at:43:4808:0:1","Schwechat MÃ¶hringgasse","48.14064423","16.47968372","0114"
"at:43:4808:0:2","Schwechat MÃ¶hringgasse","48.14080608","16.47986338","0114"
"at:43:5001:0:1","Traiskirchen Lokalbahn","48.01503808","16.28965410","3045"
"at:43:5001:0:2","Traiskirchen Lokalbahn","48.01508615","16.28970800","3045"
"at:43:5001:0:3","Traiskirchen Lokalbahn","48.01541064","16.29066022","3045"
"at:43:5001:0:4","Traiskirchen Lokalbahn","48.01538661","16.29075903","3045"
"at:43:5022:0:1","Tribuswinkel-Josefsthal","48.00783861","16.27015168","3045"
"at:43:5022:0:2","Tribuswinkel-Josefsthal","48.00773043","16.27012473","3045"
"at:43:5022:0:3","Tribuswinkel-Josefsthal","48.00767033","16.27082542","3045"
"at:43:5022:0:4","Tribuswinkel-Josefsthal","48.00766432","16.27097813","3045"
"at:43:5132:0:1","VÃ¶sendorf SCS","48.11158668","16.31548965","3379"
"at:43:5132:0:2","VÃ¶sendorf SCS","48.11158068","16.31556152","3379"
"at:43:5133:0:3","VÃ¶sendorf-Siebenhirten","48.12582370","16.31946020","0115"
"at:43:5133:0:4","VÃ¶sendorf-Siebenhirten","48.12606355","16.31790612","0115"
"at:43:5133:0:9","VÃ¶sendorf-Siebenhirten","48.12584768","16.31937037","0115"
"at:43:5200:0:1","Griesfeld","48.07762741","16.31266894","3377"
"at:43:5200:0:6","Griesfeld","48.07763941","16.31254318","3377"
"at:43:5201:0:5","Wiener Neudorf","48.08709746","16.31394455","3377"
"at:43:5201:0:6","Wiener Neudorf","48.08709746","16.31411523","3377"
"at:43:5201:0:7","Wiener Neudorf","48.08744550","16.31413319","3377"
"at:43:5671:0:2","Schwechat B10/Hauptplatz","48.14095595","16.47768946","0114"
"at:43:5809:0:1","Baden MelkergrÃ¼nde","48.00364347","16.25833883","3045"
"at:43:5809:0:2","Baden MelkergrÃ¼nde","48.00361943","16.25843765","3045"
"at:43:5921:0:2","Schwechat PlankenwehrstraÃŸe","48.14190906","16.47480587","0114"
"at:43:5960:0:1","Schwechat Wiener StraÃŸe","48.14326376","16.47301822","0114"
"at:43:5960:0:3","Schwechat Wiener StraÃŸe","48.14330572","16.47235347","0114"
"at:43:6055:0:1","Baden Landesklinikum","47.99950209","16.25588643","3045"
"at:43:6055:0:2","Baden Landesklinikum","47.99955618","16.25583253","3045"
"at:49:1:0:2","Schrankenberggasse","48.17380107","16.38926829","0100"
"at:49:1:0:5","Schrankenberggasse","48.17401673","16.38901676","0100"
"at:49:1:0:6","Schrankenberggasse","48.17381305","16.38919642","0100"
"at:49:1:0:7","Schrankenberggasse","48.17402273","16.38892693","0100"
"at:49:10:0:1","Neustift, Agnesgasse","48.25021438","16.30804262","0100"
"at:49:10:0:2","Neustift, Agnesgasse","48.25047159","16.30665023","0100"
"at:49:10:0:3","Neustift, Agnesgasse","48.25089031","16.30748566","0100"
"at:49:100:0:1","BroÃŸmannplatz","48.25184137","16.39849398","0100"
"at:49:100:0:2","BroÃŸmannplatz","48.25212250","16.39816161","0100"
"at:49:1000:0:1","Pensionistenwohnhaus Atzgersdorf","48.15050423","16.28968105","0100"
"at:49:1000:0:2","Pensionistenwohnhaus Atzgersdorf","48.15071400","16.28993258","0100"
"at:49:1001:0:1","Pensionistenwohnhaus Rosenberg","48.15930171","16.28525236","0100"
"at:49:1001:0:2","Pensionistenwohnhaus Rosenberg","48.15931969","16.28693221","0100"
"at:49:1001:0:3","Pensionistenwohnhaus Rosenberg","48.15933767","16.28580033","0100"
"at:49:1002:0:1","Pensionsversicherungsanstalt","48.22925622","16.39747889","0100"
"at:49:1002:0:2","Pensionsversicherungsanstalt","48.22932803","16.39761363","0100"
"at:49:1004:0:1","Pfalzgasse","48.24026586","16.49151453","0100"
"at:49:1004:0:2","Pfalzgasse","48.24047526","16.49190979","0100"
"at:49:1005:0:1","Penzinger StraÃŸe","48.19029061","16.31575915","0100"
"at:49:1005:0:3","Penzinger StraÃŸe","48.18986541","16.31483388","0100"
"at:49:1005:0:5","Penzinger StraÃŸe","48.19041637","16.31582203","0100"
"at:49:1005:0:6","Penzinger StraÃŸe","48.19005705","16.31433981","0100"
"at:49:1007:0:1","PerfektastraÃŸe","48.13666973","16.31321691","0100"
"at:49:1007:0:2","PerfektastraÃŸe","48.13605824","16.31197724","0100"
"at:49:1007:0:3","PerfektastraÃŸe","48.13672368","16.31402540","0100"
"at:49:1007:0:4","PerfektastraÃŸe","48.13663975","16.31330674","0100"
"at:49:1007:0:5","PerfektastraÃŸe U","48.13678363","16.31272284","0100"
"at:49:1007:0:6","PerfektastraÃŸe U","48.13639396","16.31286657","0100"
"at:49:1008:0:2","Perntergasse","48.24875482","16.35515925","0100"
"at:49:1008:0:4","Perntergasse","48.24931712","16.35500654","0100"
"at:49:1009:0:1","PerspektivstraÃŸe","48.21798085","16.40140452","0100"
"at:49:1009:0:2","PerspektivstraÃŸe","48.21786114","16.40079367","0100"
"at:49:101:0:1","Aumannplatz","48.22843040","16.33616887","0100"
"at:49:101:0:2","Aumannplatz","48.22800552","16.33679769","0100"
"at:49:101:0:3","Aumannplatz","48.22797560","16.33688752","0100"
"at:49:101:0:4","Aumannplatz","48.22840646","16.33628565","0100"
"at:49:1010:0:1","Peter-Jordan-StraÃŸe","48.23873422","16.32605384","0100"
"at:49:1012:0:1","Pfarrgasse","48.14878412","16.34720018","0100"
"at:49:1012:0:3","Pfarrgasse","48.14973109","16.34740679","0100"
"at:49:1013:0:1","Pfenninggeldgasse","48.20767285","16.31342353","0100"
"at:49:1013:0:2","Pfenninggeldgasse","48.20687662","16.31458235","0100"
"at:49:1014:0:1","SeckendorfstraÃŸe","48.19690171","16.28739933","0100"
"at:49:1014:0:2","SeckendorfstraÃŸe","48.19688973","16.28750713","0100"
"at:49:1014:0:3","SeckendorfstraÃŸe","48.19694961","16.28664475","0100"
"at:49:1014:0:4","SeckendorfstraÃŸe","48.19684183","16.28673458","0100"
"at:49:1014:0:5","SeckendorfstraÃŸe","48.19685380","16.28662678","0100"
"at:49:1015:0:11","Meidling","48.17350753","16.33146170","0100"
"at:49:1015:0:12","Bhf. Meidling S+U","48.17446004","16.33075203","0100"
"at:49:1015:0:14","Meidling","48.17463975","16.33111135","0100"
"at:49:1015:0:2","Meidling","48.17506508","16.33184797","0100"
"at:49:1015:0:4","Meidling","48.17351352","16.33135390","0100"
"at:49:1015:0:5","Bhf. Meidling S+U","48.17445405","16.33111135","0100"
"at:49:1015:0:7","Bhf. Meidling S+U","48.17440612","16.33155153","0100"
"at:49:1016:0:3","Alfred-Adler-StraÃŸe","48.18239690","16.38169549","0100"
"at:49:1016:0:4","Alfred-Adler-StraÃŸe","48.18257659","16.38151582","0100"
"at:49:1016:0:5","Alfred-Adler-StraÃŸe","48.18207346","16.38160566","0100"
"at:49:1016:0:6","Alfred-Adler-StraÃŸe","48.18204351","16.38149786","0100"
"at:49:1017:0:1","Piaristengasse","48.20663116","16.35132345","0100"
"at:49:1018:0:1","Pilgramgasse","48.19308726","16.35438670","0100"
"at:49:1018:0:2","Pilgramgasse","48.19276987","16.35391060","0100"
"at:49:1018:0:3","Pilgramgasse","48.19215905","16.35426094","0100"
"at:49:1018:0:4","Pilgramgasse","48.19287167","16.35447653","0100"
"at:49:1018:0:6","Pilgramgasse","48.19214707","16.35434179","0100"
"at:49:1018:0:7","Pilgramgasse","48.19260818","16.35561739","0100"
"at:49:1019:0:1","Kolschitzkygasse","48.18794898","16.37305369","0100"
"at:49:1019:0:2","Kolschitzkygasse","48.18809271","16.37275725","0100"
"at:49:102:0:1","AutokaderstraÃŸe","48.27716078","16.38810048","0100"
"at:49:102:0:3","AutokaderstraÃŸe","48.27721459","16.38807353","0100"
"at:49:102:0:4","AutokaderstraÃŸe","48.27718469","16.38820827","0100"
"at:49:102:0:6","AutokaderstraÃŸe","48.27724448","16.38818132","0100"
"at:49:1021:0:1","Plachygasse","48.22662313","16.28103028","0100"
"at:49:1021:0:2","Plachygasse","48.22679668","16.28085960","0100"
"at:49:1022:0:1","Plankengasse","48.20647550","16.36998146","0100"
"at:49:1023:0:1","Karl-Bednarik-Gasse","48.24533907","16.48317817","0100"
"at:49:1023:0:2","Karl-Bednarik-Gasse","48.24575184","16.48333088","0100"
"at:49:1024:0:1","Plattensteinergasse","48.21128867","16.47888422","0100"
"at:49:1024:0:2","Plattensteinergasse","48.21140241","16.47866862","0100"
"at:49:1025:0:1","PlÃ¶ÃŸlgasse","48.19471607","16.37693442","0100"
"at:49:1025:0:3","PlÃ¶ÃŸlgasse","48.19436276","16.37732968","0100"
"at:49:1026:0:1","Podlahagasse","48.21100732","16.53300771","0100"
"at:49:1026:0:2","Podlahagasse","48.21098337","16.53338501","0100"
"at:49:1027:0:1","PogrelzstraÃŸe","48.24361615","16.45594125","0100"
"at:49:1027:0:2","PogrelzstraÃŸe","48.24338881","16.45590531","0100"
"at:49:1028:0:1","Pohlgasse","48.17847954","16.32406856","0100"
"at:49:1028:0:2","Pohlgasse","48.17880899","16.32397873","0100"
"at:49:1028:0:3","Pohlgasse","48.17864127","16.32382602","0100"
"at:49:1029:0:1","Veletaweg","48.22793371","16.28094045","0100"
"at:49:103:0:1","AÃŸmayergasse","48.17845558","16.33788465","0100"
"at:49:103:0:2","AÃŸmayergasse","48.17894077","16.33752532","0100"
"at:49:103:0:3","AÃŸmayergasse","48.17883295","16.33792058","0100"
"at:49:103:0:4","AÃŸmayergasse","48.17886889","16.33802838","0100"
"at:49:103:0:5","AÃŸmayergasse","48.17898270","16.33770499","0100"
"at:49:1030:0:2","Pokornygasse","48.24091200","16.35551858","0100"
"at:49:1030:0:4","Pokornygasse","48.24141455","16.35548265","0100"
"at:49:1031:0:1","PolgarstraÃŸe","48.23111725","16.45007525","0100"
"at:49:1031:0:2","PolgarstraÃŸe","48.23158400","16.44850320","0100"
"at:49:1031:0:4","PolgarstraÃŸe","48.23096766","16.44950931","0100"
"at:49:1031:0:5","PolgarstraÃŸe","48.23097962","16.45014711","0100"
"at:49:1031:0:7","PolgarstraÃŸe","48.23174556","16.44887150","0100"
"at:49:1033:0:1","Tiefer Graben","48.21353346","16.36942450","0100"
"at:49:1034:0:1","Portnergasse","48.24430413","16.44402959","0100"
"at:49:1034:0:2","Portnergasse","48.24435797","16.44403857","0100"
"at:49:1035:0:1","HÃ¼tteldorfer StraÃŸe U","48.19967404","16.31215690","0100"
"at:49:1035:0:10","HÃ¼tteldorfer StraÃŸe U","48.19899145","16.31186046","0100"
"at:49:1035:0:12","HÃ¼tteldorfer StraÃŸe","48.19899145","16.31197724","0100"
"at:49:1035:0:14","HÃ¼tteldorfer StraÃŸe","48.19978182","16.31136638","0100"
"at:49:1035:0:3","HÃ¼tteldorfer StraÃŸe U","48.19905731","16.31146520","0100"
"at:49:1035:0:4","HÃ¼tteldorfer StraÃŸe","48.19906330","16.31159096","0100"
"at:49:1035:0:5","HÃ¼tteldorfer StraÃŸe","48.19981774","16.31145622","0100"
"at:49:1035:0:9","HÃ¼tteldorfer StraÃŸe U","48.19962614","16.31207605","0100"
"at:49:1037:0:1","Possingergasse","48.20925331","16.31804985","0100"
"at:49:1037:0:2","Possingergasse","48.20895398","16.31873257","0100"
"at:49:1037:0:3","Possingergasse","48.21064814","16.31875054","0100"
"at:49:1038:0:1","Fritz-Feigl-Weg","48.23419888","16.47220075","0100"
"at:49:1038:0:2","Fritz-Feigl-Weg","48.23425872","16.47230855","0100"
"at:49:1039:0:2","PraterbrÃ¼cke","48.20326049","16.43462422","0100"
"at:49:1039:0:4","PraterbrÃ¼cke","48.20353590","16.43389659","0100"
"at:49:104:0:1","Bacherplatz","48.18827837","16.35669537","0100"
"at:49:104:0:2","Bacherplatz","48.18847001","16.35665944","0100"
"at:49:1040:0:1","Praterstern","48.21906421","16.39163984","0100"
"at:49:1040:0:11","Praterstern","48.21910611","16.39157696","0100"
"at:49:1040:0:13","Praterstern S+U","48.21829808","16.39141526","0100"
"at:49:1040:0:17","Praterstern","48.21867516","16.39339155","0100"
"at:49:1040:0:18","Praterstern","48.21862129","16.39046304","0100"
"at:49:1040:0:2","Praterstern S+U","48.21831005","16.39154102","0100"
"at:49:1040:0:22","Praterstern S+U","48.21819034","16.39164882","0100"
"at:49:1040:0:3","Praterstern","48.21683762","16.39231357","0100"
"at:49:1040:0:6","Praterstern S+U","48.21819034","16.39172069","0100"
"at:49:1040:0:7","Praterstern S+U","48.22034506","16.39319392","0100"
"at:49:1040:0:8","Praterstern S+U","48.21817239","16.39146916","0100"
"at:49:1040:0:9","Praterstern","48.21857940","16.39335562","0100"
"at:49:1041:0:1","Rasumofskygasse","48.20539188","16.39491869","0100"
"at:49:1041:0:2","Rasumofskygasse","48.20556550","16.39383173","0100"
"at:49:1042:0:1","Nestroyplatz U/Praterstr.","48.21634680","16.38632181","0100"
"at:49:1043:0:1","Predigtstuhl","48.22236202","16.28930376","0100"
"at:49:1043:0:2","Predigtstuhl","48.22238596","16.28953732","0100"
"at:49:1044:0:1","Preindlgasse","48.18772139","16.27728430","0100"
"at:49:1044:0:2","Preindlgasse","48.18751178","16.27772448","0100"
"at:49:1044:0:3","Preindlgasse","48.18756568","16.27755380","0100"
"at:49:1045:0:1","Pretschgasse","48.15805529","16.42423072","0100"
"at:49:1045:0:2","Pretschgasse","48.15822308","16.42423072","0100"
"at:49:1046:0:1","Christine-Touaillon-Str.","48.22326574","16.51001084","0100"
"at:49:1046:0:2","Christine-Touaillon-Str.","48.22306824","16.51049593","0100"
"at:49:1047:0:1","PreÃŸgasse","48.19521308","16.36323511","0100"
"at:49:1047:0:2","PreÃŸgasse","48.19725499","16.36206730","0100"
"at:49:1048:0:1","Prinzgasse","48.23997868","16.48190256","0100"
"at:49:1048:0:2","Prinzgasse","48.24000261","16.48200137","0100"
"at:49:1048:0:3","Prinzgasse","48.23989492","16.48195646","0100"
"at:49:1048:0:4","Prinzgasse","48.23992483","16.48204629","0100"
"at:49:1049:0:1","Otto-Wagner-Areal","48.20687662","16.27989840","0100"
"at:49:1049:0:2","Otto-Wagner-Areal","48.20661919","16.28033857","0100"
"at:49:1049:0:3","Otto-Wagner-Areal","48.20684668","16.28054519","0100"
"at:49:105:0:1","Badeteich SÃ¼ÃŸenbrunn","48.27774069","16.48800212","0100"
"at:49:105:0:2","Badeteich SÃ¼ÃŸenbrunn","48.27774069","16.48758889","0100"
"at:49:1050:0:1","Puchgasse","48.26026263","16.45500700","0100"
"at:49:1050:0:2","Puchgasse","48.26019685","16.45517768","0100"
"at:49:1052:0:1","Klinik Penzing","48.20534398","16.27271188","0100"
"at:49:1052:0:2","Klinik Penzing","48.20530806","16.27308917","0100"
"at:49:1053:0:1","Pumgasse","48.13605824","16.27199323","0100"
"at:49:1053:0:2","Pumgasse","48.13596831","16.27197526","0100"
"at:49:1054:0:1","Purkytgasse","48.15022255","16.33323138","0100"
"at:49:1054:0:2","Purkytgasse","48.14996483","16.33533344","0100"
"at:49:1054:0:3","Purkytgasse","48.15002476","16.33367155","0100"
"at:49:1055:0:1","PÃ¶nningerweg","48.21333592","16.28833358","0100"
"at:49:1055:0:2","PÃ¶nningerweg","48.21342571","16.28840545","0100"
"at:49:1056:0:1","PÃ¶tzleinsdorf","48.24107952","16.31099807","0100"
"at:49:1056:0:2","PÃ¶tzleinsdorf","48.24142054","16.31031536","0100"
"at:49:1056:0:3","PÃ¶tzleinsdorf","48.24104961","16.31105197","0100"
"at:49:1056:0:4","PÃ¶tzleinsdorf","48.24075645","16.31101604","0100"
"at:49:1056:0:5","PÃ¶tzleinsdorf","48.24074448","16.31095316","0100"
"at:49:1057:0:1","PÃ¶tzleinsdorfer Friedhof","48.24568006","16.30753058","0100"
"at:49:1057:0:2","PÃ¶tzleinsdorfer Friedhof","48.24568006","16.30741380","0100"
"at:49:1058:0:1","Quellenplatz","48.17606548","16.37353878","0100"
"at:49:1058:0:12","Quellenplatz","48.17525078","16.37340404","0100"
"at:49:1058:0:13","Quellenplatz","48.17529871","16.37355675","0100"
"at:49:1058:0:14","Quellenplatz","48.17563417","16.37300878","0100"
"at:49:1058:0:15","Quellenplatz","48.17529871","16.37342200","0100"
"at:49:1058:0:3","Quellenplatz","48.17562219","16.37406879","0100"
"at:49:1058:0:4","Quellenplatz","48.17561620","16.37416761","0100"
"at:49:1058:0:7","Quellenplatz","48.17608944","16.37342200","0100"
"at:49:1058:0:8","Quellenplatz","48.17561620","16.37310759","0100"
"at:49:106:0:1","Badgasse","48.20925331","16.22410404","0100"
"at:49:106:0:2","Badgasse","48.20920541","16.22304403","0100"
"at:49:106:0:4","Badgasse","48.20882826","16.22482269","0100"
"at:49:1060:0:3","KnÃ¶llgasse","48.17723359","16.35857285","0100"
"at:49:1060:0:5","KnÃ¶llgasse","48.17701794","16.35786318","0100"
"at:49:1060:0:6","KnÃ¶llgasse","48.17764092","16.35819556","0100"
"at:49:1061:0:1","Rabengasse","48.19432085","16.39778431","0100"
"at:49:1061:0:2","Rabengasse","48.19432085","16.39754177","0100"
"at:49:1061:0:3","Rabengasse","48.19380586","16.39769448","0100"
"at:49:1061:0:4","Rabengasse","48.19436276","16.39727227","0100"
"at:49:1062:0:1","Spittelau","48.23318765","16.35771047","0100"
"at:49:1062:0:10","Spittelau","48.23554517","16.35809674","0100"
"at:49:1062:0:11","Spittelau","48.23486305","16.35859980","0100"
"at:49:1062:0:12","Spittelau","48.23606572","16.35678520","0100"
"at:49:1062:0:2","Spittelau","48.23564090","16.35806980","0100"
"at:49:1062:0:3","Spittelau S+U","48.23599392","16.35676724","0100"
"at:49:1062:0:4","Spittelau","48.23485707","16.35850997","0100"
"at:49:1062:0:5","Spittelau S+U","48.23300216","16.35635401","0100"
"at:49:1062:0:6","Spittelau","48.23604777","16.35688402","0100"
"at:49:1062:0:8","Spittelau","48.23613154","16.35629113","0100"
"at:49:1062:0:9","Spittelau S+U","48.23598195","16.35685707","0100"
"at:49:1063:0:2","Radetzkyplatz","48.21097140","16.38964558","0100"
"at:49:1063:0:3","Radetzkyplatz","48.21131261","16.39043610","0100"
"at:49:1063:0:4","Radetzkyplatz","48.21048651","16.39061576","0100"
"at:49:1063:0:5","Radetzkyplatz","48.21097738","16.38953778","0100"
"at:49:1063:0:6","Radetzkyplatz","48.21041467","16.39066966","0100"
"at:49:1065:0:1","RaimannstraÃŸe","48.20481114","16.28114706","0100"
"at:49:1066:0:1","Rainergasse","48.18857182","16.36794228","0100"
"at:49:1066:0:2","Rainergasse","48.18798491","16.36886755","0100"
"at:49:1067:0:1","Rallenweg","48.20442199","16.45873501","0100"
"at:49:1067:0:2","Rallenweg","48.20448785","16.45874399","0100"
"at:49:1068:0:1","Rampengasse","48.24077440","16.36036948","0100"
"at:49:1068:0:2","Rampengasse","48.24080431","16.36049525","0100"
"at:49:1068:0:3","Rampengasse","48.24085217","16.36054016","0100"
"at:49:1068:0:4","Rampengasse","48.24081628","16.36040542","0100"
"at:49:107:0:2","Rettichgasse","48.20162596","16.26222854","0100"
"at:49:107:0:3","Rettichgasse","48.20157207","16.26208481","0100"
"at:49:107:0:5","Rettichgasse","48.20155411","16.26220159","0100"
"at:49:107:0:6","Rettichgasse","48.20164392","16.26211176","0100"
"at:49:1070:0:1","Rappachgasse","48.17978536","16.42410495","0100"
"at:49:1070:0:2","Rappachgasse","48.17997104","16.42500327","0100"
"at:49:1071:0:1","LÃ¶wengasse","48.20587083","16.39579904","0100"
"at:49:1071:0:2","LÃ¶wengasse","48.20622406","16.39434377","0100"
"at:49:1071:0:3","LÃ¶wengasse","48.20627195","16.39431682","0100"
"at:49:1071:0:4","LÃ¶wengasse","48.20585886","16.39570921","0100"
"at:49:1072:0:2","Rathaus U","48.20925929","16.35550960","0100"
"at:49:1072:0:3","Rathaus","48.21074392","16.35551858","0100"
"at:49:1072:0:5","Rathaus","48.20986392","16.35541977","0100"
"at:49:1072:0:7","Rathaus U","48.20923535","16.35386568","0100"
"at:49:1073:0:1","RavelinstraÃŸe","48.17338772","16.42730295","0100"
"at:49:1073:0:2","RavelinstraÃŸe","48.17321399","16.42720414","0100"
"at:49:1074:0:1","Laxenburger Str./Sahulkastr.","48.16293293","16.36746617","0100"
"at:49:1075:0:1","Ratmannsdorfgasse","48.17745522","16.27552360","0100"
"at:49:1075:0:2","Ratmannsdorfgasse","48.17735339","16.27572123","0100"
"at:49:1076:0:1","Ratzenhofergasse","48.28403564","16.41952354","0100"
"at:49:1076:0:2","Ratzenhofergasse","48.28435843","16.42014338","0100"
"at:49:1077:0:1","RauscherstraÃŸe","48.23073428","16.37544321","0100"
"at:49:1077:0:3","RauscherstraÃŸe","48.23071035","16.37531745","0100"
"at:49:1077:0:5","RauscherstraÃŸe","48.23068043","16.37538033","0100"
"at:49:1077:0:6","RauscherstraÃŸe","48.23076420","16.37537135","0100"
"at:49:1078:0:1","Raxstr./RudolfshÃ¼gelgasse","48.16627630","16.36530123","0100"
"at:49:1078:0:10","Raxstr./RudolfshÃ¼gelgasse","48.16552136","16.36547191","0100"
"at:49:1078:0:11","Raxstr./RudolfshÃ¼gelgasse","48.16680954","16.36441190","0100"
"at:49:1078:0:4","Raxstr./RudolfshÃ¼gelgasse","48.16528170","16.36366630","0100"
"at:49:1078:0:5","Raxstr./RudolfshÃ¼gelgasse","48.16547343","16.36400766","0100"
"at:49:1078:0:6","Raxstr./RudolfshÃ¼gelgasse","48.16525174","16.36352257","0100"
"at:49:1078:0:7","Raxstr./RudolfshÃ¼gelgasse","48.16529967","16.36354054","0100"
"at:49:1078:0:8","Raxstr./RudolfshÃ¼gelgasse","48.16592280","16.36346867","0100"
"at:49:1079:0:1","Rebhanngasse","48.22834662","16.38827116","0100"
"at:49:1079:0:2","Rebhanngasse","48.22829276","16.38828014","0100"
"at:49:1079:0:3","Rebhanngasse","48.22774221","16.38807353","0100"
"at:49:1079:0:4","Rebhanngasse","48.22777213","16.38813641","0100"
"at:49:108:0:1","Duchekgasse","48.20979209","16.51600261","0100"
"at:49:108:0:2","Duchekgasse","48.20866663","16.51877840","0100"
"at:49:1080:0:1","Redtenbachergasse","48.21332994","16.31437574","0100"
"at:49:1080:0:3","Redtenbachergasse","48.21334191","16.31498659","0100"
"at:49:1081:0:1","Pflaumengasse","48.15667102","16.29111836","0100"
"at:49:1081:0:2","Pflaumengasse","48.15696465","16.29126209","0100"
"at:49:1082:0:1","Reichmanngasse","48.20685866","16.28517151","0100"
"at:49:1082:0:2","Reichmanngasse","48.20693649","16.28392285","0100"
"at:49:1083:0:1","EÃŸling, Wegmayersiedlung","48.20234444","16.51503243","0100"
"at:49:1084:0:2","Linzer StraÃŸe/Reinlgasse","48.19369807","16.31143825","0100"
"at:49:1084:0:5","Linzer StraÃŸe/Reinlgasse","48.19326691","16.31195927","0100"
"at:49:1084:0:6","Linzer StraÃŸe/Reinlgasse","48.19327289","16.31100706","0100"
"at:49:1085:0:1","Reinprechtsdorfer BrÃ¼cke","48.18847001","16.35170074","0100"
"at:49:1085:0:2","Reinprechtsdorfer BrÃ¼cke","48.18932043","16.35178159","0100"
"at:49:1086:0:1","Reinprechtsdorfer StraÃŸe/Arbeitergasse","48.18664935","16.35338957","0100"
"at:49:1086:0:2","Reinprechtsdorfer StraÃŸe/Arbeitergasse","48.18667331","16.35296736","0100"
"at:49:1086:0:3","Reinprechtsdorfer StraÃŸe/Arbeitergasse","48.18640979","16.35297635","0100"
"at:49:1087:0:1","Hansl-Schmid-Weg","48.21431163","16.28447981","0100"
"at:49:1087:0:2","Hansl-Schmid-Weg","48.21441339","16.28450676","0100"
"at:49:1088:0:1","WestbahnstraÃŸe/Neubaugasse","48.20221871","16.34939207","0100"
"at:49:1088:0:2","WestbahnstraÃŸe/Neubaugasse","48.20220673","16.34929326","0100"
"at:49:1088:0:3","WestbahnstraÃŸe/Neubaugasse","48.20173373","16.34856562","0100"
"at:49:1088:0:4","WestbahnstraÃŸe/Neubaugasse","48.20172775","16.34865545","0100"
"at:49:1088:0:5","WestbahnstraÃŸe/Neubaugasse","48.20143436","16.34899681","0100"
"at:49:1088:0:6","WestbahnstraÃŸe/Neubaugasse","48.20150621","16.34911359","0100"
